"","X","link","title","response","domestic","domestic2","foreign","foreign2"
"6310",6310,"/movies/?id=theforecaster.htm","The Forecaster","$10.2k","$10.2k","100.0%","n/a","0.0%"
"6311",6311,"/movies/?id=stilllife2015.htm","Still Life (2015)","$9.5k","$9.5k","100.0%","n/a","0.0%"
"6312",6312,"/movies/?id=lesson.htm","The Lesson","$9.0k","$9.0k","100.0%","n/a","0.0%"
"6313",6313,"/movies/?id=aneyeforbeauty.htm","An Eye for Beauty","$9.0k","$9.0k","100.0%","n/a","0.0%"
"6314",6314,"/movies/?id=northernsoul.htm","Northern Soul","$8.9k","$8.9k","100.0%","n/a","0.0%"
"6315",6315,"/movies/?id=girlinthebook.htm","The Girl in the Book","$8.2k","$8.2k","100.0%","n/a","0.0%"
"6316",6316,"/movies/?id=everythingwillbefine.htm","Every Thing Will be Fine","$8.0k","$8.0k","100.0%","n/a","0.0%"
"6317",6317,"/movies/?id=steakrevolution.htm","Steak (R)evolution","$8.0k","$8.0k","100.0%","n/a","0.0%"
"6318",6318,"/movies/?id=onthewaytoschool.htm","On the Way to School","$7.4k","$7.4k","100.0%","n/a","0.0%"
"6319",6319,"/movies/?id=hungryhearts.htm","Hungry Hearts","$6.9k","$6.9k","100.0%","n/a","0.0%"
"6320",6320,"/movies/?id=stevemcqueenmanlemans.htm","Steve McQueen: The Man & Le Mans","$6.8k","$6.8k","100.0%","n/a","0.0%"
"6321",6321,"/movies/?id=arabiannightsvolume2.htm","Arabian Nights: Volume 2 - The Desolate One","$6.4k","$6.4k","100.0%","n/a","0.0%"
"6322",6322,"/movies/?id=alleluia.htm","Alleluia","$6.3k","$6.3k","100.0%","n/a","0.0%"
"6323",6323,"/movies/?id=barelylethal.htm","Barely Lethal","$6.1k","$6.1k","100.0%","n/a","0.0%"
"6324",6324,"/movies/?id=chic.htm","Chic!","$5.6k","$5.6k","100.0%","n/a","0.0%"
"6325",6325,"/movies/?id=farfrommen.htm","Far from Men","$5.3k","$5.3k","100.0%","n/a","0.0%"
"6326",6326,"/movies/?id=deadlands.htm","The Dead Lands","$5.2k","$5.2k","100.0%","n/a","0.0%"
"6327",6327,"/movies/?id=jennyswedding.htm","Jenny's Wedding","$4.7k","$4.7k","100.0%","n/a","0.0%"
"6328",6328,"/movies/?id=againstthesun.htm","Against the Sun","$4.6k","$4.6k","100.0%","n/a","0.0%"
"6329",6329,"/movies/?id=ashby.htm","Ashby","$4.6k","$4.6k","100.0%","n/a","0.0%"
"6330",6330,"/movies/?id=arabiannightsvol3.htm","Arabian Nights: Volume 3 - The Enchanted One","$4.5k","$4.5k","100.0%","n/a","0.0%"
"6331",6331,"/movies/?id=thesummerofsangaile.htm","The Summer of Sangaile","$4.5k","$4.5k","100.0%","n/a","0.0%"
"6332",6332,"/movies/?id=clublife.htm","Club Life","$4.4k","$4.4k","100.0%","n/a","0.0%"
"6333",6333,"/movies/?id=backtothejurassic.htm","Back to the Jurassic","$4.4k","$4.4k","100.0%","n/a","0.0%"
"6334",6334,"/movies/?id=inthebasement.htm","In the Basement","$3.6k","$3.6k","100.0%","n/a","0.0%"
"6335",6335,"/movies/?id=fidelio:alice'sodyssey.htm","Fidelio: Alice's Odyssey","$3.6k","$3.6k","100.0%","n/a","0.0%"
"6336",6336,"/movies/?id=thatsugarfilm.htm","That Sugar Film","$3.5k","$3.5k","100.0%","n/a","0.0%"
"6337",6337,"/movies/?id=xenia.htm","Xenia","$3.2k","$3.2k","100.0%","n/a","0.0%"
"6338",6338,"/movies/?id=theironministry.htm","The Iron Ministry","$3.2k","$3.2k","100.0%","n/a","0.0%"
"6339",6339,"/movies/?id=ladyinthecarwithglassesandagun.htm","The Lady in the Car with Glasses and a Gun","$2.2k","$2.2k","100.0%","n/a","0.0%"
"6340",6340,"/movies/?id=stationsofthecross.htm","Stations of the Cross","$1.5k","$1.5k","100.0%","n/a","0.0%"
"6341",6341,"/movies/?id=skintrade.htm","Skin Trade","$1.2k","$1.2k","100.0%","n/a","0.0%"
"6342",6342,"/movies/?id=thankstomyfriends.htm","Thanks to My Friends","$0.9k","$0.9k","100.0%","n/a","0.0%"
"6343",6343,"/movies/?id=rec4.htm","REC 4: Apocalypse","$0.8k","$0.8k","100.0%","n/a","0.0%"
"6344",6344,"/movies/?id=itsallsoquiet.htm","It's All So Quiet (Boven is het stil)","$0.7k","$0.7k","100.0%","n/a","0.0%"
"6345",6345,"/movies/?id=toughbeinglovedbyjerks.htm","Tough Being Loved By Jerks","$0.7k","$0.7k","100.0%","n/a","0.0%"
"6346",6346,"/movies/?id=thechambermaid.htm","The Chambermaid","$0.3k","$0.3k","100.0%","n/a","0.0%"
"6347",6347,"/movies/?id=marvel2016.htm","Captain America: Civil War","$1,152.0","$407.4","35.4%","$744.6","64.6%"
"6348",6348,"/movies/?id=disney2016.htm","Zootopia","$1,023.1","$341.3","33.4%","$681.9","66.6%"
"6349",6349,"/movies/?id=junglebook2015.htm","The Jungle Book (2016)","$941.4","$362.9","38.5%","$578.6","61.5%"
"6350",6350,"/movies/?id=pixar2015.htm","Finding Dory","$887.5","$475.8","53.6%","$411.7","46.4%"
"6351",6351,"/movies/?id=superman2015.htm","Batman v Superman: Dawn of Justice","$872.7","$330.4","37.9%","$542.3","62.1%"
"6352",6352,"/movies/?id=deadpool2016.htm","Deadpool","$782.6","$363.1","46.4%","$419.5","53.6%"
"6353",6353,"/movies/?id=mermaid2016.htm","The Mermaid (Mei ren yu)","$553.8","$3.2","0.6%","$550.6","99.4%"
"6354",6354,"/movies/?id=x-men2016.htm","X-Men: Apocalypse","$534.6","$155.4","29.1%","$379.2","70.9%"
"6355",6355,"/movies/?id=kungfupanda3.htm","Kung Fu Panda 3","$519.9","$143.5","27.6%","$376.4","72.4%"
"6356",6356,"/movies/?id=illumination2015.htm","The Secret Life of Pets","$513.0","$329.6","64.3%","$183.4","35.7%"
"6357",6357,"/movies/?id=warcraft.htm","Warcraft","$433.5","$47.2","10.9%","$386.3","89.1%"
"6358",6358,"/movies/?id=monsterhunt.htm","Monster Hunt","$385.3","$32.8k","0.0%","$385.3","100.0%"
"6359",6359,"/movies/?id=dc2016.htm","Suicide Squad","$384.0","$192.5","50.1%","$191.5","49.9%"
"6360",6360,"/movies/?id=id42.htm","Independence Day: Resurgence","$378.8","$102.4","27.0%","$276.3","73.0%"
"6361",6361,"/movies/?id=angrybirds.htm","The Angry Birds Movie","$345.7","$107.2","31.0%","$238.5","69.0%"
"6362",6362,"/movies/?id=tarzan2016.htm","The Legend of Tarzan","$335.9","$124.5","37.1%","$211.4","62.9%"
"6363",6363,"/movies/?id=conjuring2.htm","The Conjuring 2","$317.9","$102.4","32.2%","$215.5","67.8%"
"6364",6364,"/movies/?id=nowyouseeme2.htm","Now You See Me 2","$312.4","$64.8","20.7%","$247.6","79.3%"
"6365",6365,"/movies/?id=iceage5.htm","Ice Age: Collision Course","$293.3","$57.2","19.5%","$236.1","80.5%"
"6366",6366,"/movies/?id=alice2.htm","Alice Through the Looking Glass","$289.6","$76.9","26.6%","$212.6","73.4%"
"6367",6367,"/movies/?id=tmnt2016.htm","Teenage Mutant Ninja Turtles: Out of the Shadows","$237.2","$81.7","34.5%","$155.5","65.5%"
"6368",6368,"/movies/?id=bourne5.htm","Jason Bourne","$208.0","$117.0","56.3%","$91.0","43.7%"
"6369",6369,"/movies/?id=centralintelligence.htm","Central Intelligence","$206.3","$126.3","61.2%","$80.1","38.8%"
"6370",6370,"/movies/?id=startrek2016.htm","Star Trek Beyond","$201.6","$134.7","66.8%","$66.9","33.2%"
"6371",6371,"/movies/?id=londonhasfallen.htm","London Has Fallen","$195.7","$62.5","31.9%","$133.2","68.1%"
"6372",6372,"/movies/?id=monkeyking2.htm","The Monkey King 2 in 3D","$193.7","$710k","0.4%","$193.0","99.6%"
"6373",6373,"/movies/?id=mebeforeyou.htm","Me Before You","$191.9","$56.2","29.3%","$135.7","70.7%"
"6374",6374,"/movies/?id=ghostbusters2016.htm","Ghostbusters (2016)","$182.8","$120.0","65.7%","$62.8","34.3%"
"6375",6375,"/movies/?id=allegiant.htm","The Divergent Series: Allegiant","$179.2","$66.2","36.9%","$113.1","63.1%"
"6376",6376,"/movies/?id=huntsman.htm","The Huntsman: Winter's War","$164.6","$48.0","29.2%","$116.6","70.8%"
"6377",6377,"/movies/?id=ipman3.htm","Ip Man 3","$156.8","$2.7","1.7%","$154.2","98.3%"
"6378",6378,"/movies/?id=godsofegypt.htm","Gods of Egypt","$145.7","$31.2","21.4%","$114.5","78.6%"
"6379",6379,"/movies/?id=bfg.htm","The BFG","$127.7","$53.1","41.6%","$74.6","58.4%"
"6380",6380,"/movies/?id=detectivechinatown.htm","Detective Chinatown (Tang ren jie tan an)","$125.8","$474k","0.4%","$125.4","99.6%"
"6381",6381,"/movies/?id=ridealong2.htm","Ride Along 2","$124.2","$90.9","73.1%","$33.4","26.9%"
"6382",6382,"/movies/?id=howtobesingle.htm","How to Be Single","$112.1","$46.8","41.8%","$65.3","58.2%"
"6383",6383,"/movies/?id=5thwave.htm","The 5th Wave","$109.9","$34.9","31.8%","$75.0","68.2%"
"6384",6384,"/movies/?id=badrobot2016.htm","10 Cloverfield Lane","$108.3","$72.1","66.6%","$36.2","33.4%"
"6385",6385,"/movies/?id=universalcomedy2016.htm","Neighbors 2: Sorority Rising","$107.9","$55.3","51.3%","$52.6","48.7%"
"6386",6386,"/movies/?id=purge3.htm","The Purge: Election Year","$99.1","$78.9","79.6%","$20.2","20.4%"
"6387",6387,"/movies/?id=thelittleprince.htm","The Little Prince","$97.6","$1.3","1.4%","$96.2","98.6%"
"6388",6388,"/movies/?id=dirtygrandpa.htm","Dirty Grandpa","$94.1","$35.6","37.8%","$58.5","62.2%"
"6389",6389,"/movies/?id=moneymonster.htm","Money Monster","$92.8","$41.0","44.2%","$51.8","55.8%"
"6390",6390,"/movies/?id=newline0116.htm","Lights Out","$90.0","$58.9","65.4%","$31.1","34.6%"
"6391",6391,"/movies/?id=mybigfatgreekwedding2.htm","My Big Fat Greek Wedding 2","$88.9","$59.7","67.1%","$29.2","32.9%"
"6392",6392,"/movies/?id=sultan.htm","Sultan","$84.1","$5.6","6.7%","$78.5","93.3%"
"6393",6393,"/movies/?id=michelledarnell.htm","The Boss","$78.6","$63.1","80.2%","$15.6","19.8%"
"6394",6394,"/movies/?id=miraclesfromheaven.htm","Miracles from Heaven","$73.6","$61.7","83.9%","$11.9","16.1%"
"6395",6395,"/movies/?id=theshallows.htm","The Shallows","$70.7","$54.3","76.8%","$16.4","23.2%"
"6396",6396,"/movies/?id=13hoursthesecretsoldiersofbenghazi.htm","13 Hours: The Secret Soldiers of Benghazi","$69.4","$52.9","76.1%","$16.6","23.9%"
"6397",6397,"/movies/?id=untitledlucasmoore.htm","Bad Moms","$69.2","$63.6","91.8%","$5.7","8.2%"
"6398",6398,"/movies/?id=boy2016.htm","The Boy (2016)","$64.2","$35.8","55.8%","$28.4","44.2%"
"6399",6399,"/movies/?id=hailcaesar.htm","Hail, Caesar!","$63.2","$30.1","47.6%","$33.1","52.4%"
"6400",6400,"/movies/?id=mikeanddave.htm","Mike and Dave Need Wedding Dates","$57.8","$45.3","78.4%","$12.5","21.6%"
"6401",6401,"/movies/?id=zoolander2.htm","Zoolander 2","$56.0","$28.8","51.5%","$27.1","48.5%"
"6402",6402,"/movies/?id=barbershop3.htm","Barbershop: The Next Cut","$55.0","$54.0","98.2%","$1.0","1.8%"
"6403",6403,"/movies/?id=finesthours.htm","The Finest Hours","$52.1","$27.6","52.9%","$24.5","47.1%"
"6404",6404,"/movies/?id=eddietheeagle.htm","Eddie the Eagle","$46.2","$15.8","34.2%","$30.4","65.8%"
"6405",6405,"/movies/?id=risen.htm","Risen","$46.1","$36.9","80.1%","$9.2","19.9%"
"6406",6406,"/movies/?id=thewitch.htm","The Witch","$40.4","$25.1","62.2%","$15.3","37.8%"
"6407",6407,"/movies/?id=forest.htm","The Forest","$37.6","$26.6","70.7%","$11.0","29.3%"
"6408",6408,"/movies/?id=niceguys.htm","The Nice Guys","$36.3","$36.3","100.0%","n/a","0.0%"
"6409",6409,"/movies/?id=nerve.htm","Nerve","$33.0","$31.3","94.8%","$1.7","5.2%"
"6410",6410,"/movies/?id=mothersday.htm","Mother's Day","$32.5","$32.5","100.0%","n/a","0.0%"
"6411",6411,"/movies/?id=absolutelyfabulousthemovie.htm","Absolutely Fabulous: The Movie","$29.8","$4.4","14.7%","$25.4","85.3%"
"6412",6412,"/movies/?id=grimsby.htm","The Brothers Grimsby","$25.2","$6.9","27.3%","$18.3","72.7%"
"6413",6413,"/movies/?id=race2016.htm","Race (2016)","$23.5","$19.1","81.3%","$4.4","18.7%"
"6414",6414,"/movies/?id=untitledtinafeycomedy.htm","Whiskey Tango Foxtrot","$23.1","$23.1","100.0%","n/a","0.0%"
"6415",6415,"/movies/?id=fiftyshadesofblack.htm","Fifty Shades of Black","$21.2","$11.7","55.2%","$9.5","44.8%"
"6416",6416,"/movies/?id=freestateofjones.htm","Free State of Jones","$20.8","$20.8","100.0%","n/a","0.0%"
"6417",6417,"/movies/?id=godsnotdead2.htm","God's Not Dead 2","$20.8","$20.8","100.0%","n/a","0.0%"
"6418",6418,"/movies/?id=keanu.htm","Keanu","$20.6","$20.6","100.0%","n/a","0.0%"
"6419",6419,"/movies/?id=thewildlife2016.htm","The Wild Life (2016)","$20.4","n/a","0.0%","$20.4","100.0%"
"6420",6420,"/movies/?id=elclan.htm","El Clan","$20.4","$201k","1.0%","$20.2","99.0%"
"6421",6421,"/movies/?id=thechoice.htm","The Choice","$18.7","$18.7","100.0%","n/a","0.0%"
"6422",6422,"/movies/?id=eyeinthesky.htm","Eye in the Sky","$18.7","$18.7","100.0%","n/a","0.0%"
"6423",6423,"/movies/?id=regression.htm","Regression","$17.7","$55.0k","0.3%","$17.6","99.7%"
"6424",6424,"/movies/?id=neerja.htm","Neerja","$17.5","$1.6","9.1%","$15.9","90.9%"
"6425",6425,"/movies/?id=normofthenorth.htm","Norm of the North","$17.1","$17.1","100.0%","n/a","0.0%"
"6426",6426,"/movies/?id=prideprejudicezombies.htm","Pride and Prejudice and Zombies","$16.4","$10.9","66.6%","$5.5","33.4%"
"6427",6427,"/movies/?id=kapoorsons.htm","Kapoor & Sons - Since 1921","$15.4","$2.6","16.9%","$12.8","83.1%"
"6428",6428,"/movies/?id=theinfiltrator.htm","The Infiltrator","$15.0","$15.0","100.0%","n/a","0.0%"
"6429",6429,"/movies/?id=criminal2015.htm","Criminal (2016)","$14.7","$14.7","100.0%","n/a","0.0%"
"6430",6430,"/movies/?id=hello,mynameisdoris.htm","Hello, My Name is Doris","$14.4","$14.4","100.0%","n/a","0.0%"
"6431",6431,"/movies/?id=hardcorehenry.htm","Hardcore Henry","$14.3","$9.3","64.5%","$5.1","35.5%"
"6432",6432,"/movies/?id=othersideofthedoor.htm","The Other Side of the Door","$14.3","$3.0","20.9%","$11.3","79.1%"
"6433",6433,"/movies/?id=lovefriendship.htm","Love & Friendship","$13.9","$13.9","100.0%","n/a","0.0%"
"6434",6434,"/movies/?id=triplenine.htm","Triple 9","$12.6","$12.6","100.0%","n/a","0.0%"
"6435",6435,"/movies/?id=themanwhoknewinfinity.htm","The Man Who Knew Infinity","$11.0","$3.9","35.1%","$7.2","64.9%"
"6436",6436,"/movies/?id=bhtilt2016.htm","The Darkness","$10.8","$10.8","100.0%","n/a","0.0%"
"6437",6437,"/movies/?id=theperfectmatch.htm","The Perfect Match","$10.4","$9.7","92.8%","$745k","7.2%"
"6438",6438,"/movies/?id=ourkindoftraitor.htm","Our Kind of Traitor","$9.0","$3.1","34.6%","$5.9","65.4%"
"6439",6439,"/movies/?id=ratchetandclank.htm","Ratchet & Clank","$8.8","$8.8","100.0%","n/a","0.0%"
"6440",6440,"/movies/?id=thelobster.htm","The Lobster (US Release)","$8.6","$8.6","100.0%","n/a","0.0%"
"6441",6441,"/movies/?id=bastilleday.htm","Bastille Day","$8.6","n/a","0.0%","$8.6","100.0%"
"6442",6442,"/movies/?id=singstreet.htm","Sing Street","$8.4","$3.2","38.6%","$5.1","61.4%"
"6443",6443,"/movies/?id=cafesociety.htm","Cafe Society","$7.8","$7.8","100.0%","n/a","0.0%"
"6444",6444,"/movies/?id=abiggersplash.htm","A Bigger Splash","$7.2","$2.0","28.0%","$5.2","72.0%"
"6445",6445,"/movies/?id=christthelord.htm","The Young Messiah","$6.5","$6.5","100.0%","n/a","0.0%"
"6446",6446,"/movies/?id=midnightspecial.htm","Midnight Special","$6.2","$3.7","59.8%","$2.5","40.2%"
"6447",6447,"/movies/?id=abeautifulplanet.htm","A Beautiful Planet","$5.3","$4.8","92.0%","$420k","8.0%"
"6448",6448,"/movies/?id=menchicken.htm","Men & Chicken","$4.6","$30.2k","0.7%","$4.6","99.3%"
"6449",6449,"/movies/?id=themeddler.htm","The Meddler","$4.3","$4.3","100.0%","n/a","0.0%"
"6450",6450,"/movies/?id=ahologramfortheking.htm","A Hologram for the King","$4.2","$4.2","100.0%","n/a","0.0%"
"6451",6451,"/movies/?id=swissarmyman.htm","Swiss Army Man","$4.1","$4.1","100.0%","n/a","0.0%"
"6452",6452,"/movies/?id=captainfantastic.htm","Captain Fantastic","$3.9","$3.9","100.0%","n/a","0.0%"
"6453",6453,"/movies/?id=kabali.htm","Kabali","$3.9","$3.9","100.0%","n/a","0.0%"
"6454",6454,"/movies/?id=wheretoinvadenext.htm","Where to Invade Next","$3.8","$3.8","100.0%","n/a","0.0%"
"6455",6455,"/movies/?id=batmankillingjoke.htm","Batman: The Killing Joke","$3.8","$3.8","100.0%","n/a","0.0%"
"6456",6456,"/movies/?id=huntforwilderpeople.htm","Hunt for the Wilderpeople","$3.7","$3.7","100.0%","n/a","0.0%"
"6457",6457,"/movies/?id=smoker.htm","Everybody Wants Some!!","$3.4","$3.4","100.0%","n/a","0.0%"
"6458",6458,"/movies/?id=maggiesplan.htm","Maggie's Plan","$3.3","$3.3","100.0%","n/a","0.0%"
"6459",6459,"/movies/?id=greenroom.htm","Green Room","$3.2","$3.2","100.0%","n/a","0.0%"
"6460",6460,"/movies/?id=compadres.htm","Compadres","$3.1","$3.1","100.0%","n/a","0.0%"
"6461",6461,"/movies/?id=theprogram2015.htm","The Program (2016)","$3.0","$13.1k","0.4%","$3.0","99.6%"
"6462",6462,"/movies/?id=milesahead.htm","Miles Ahead","$2.6","$2.6","100.0%","n/a","0.0%"
"6463",6463,"/movies/?id=florencefosterjenkins.htm","Florence Foster Jenkins","$2.1","$2.1","100.0%","n/a","0.0%"
"6464",6464,"/movies/?id=demolition.htm","Demolition","$2.0","$2.0","100.0%","n/a","0.0%"
"6465",6465,"/movies/?id=busconovioparamimujer.htm","Busco Novio Para Mi Mujer","$1.7","$1.7","100.0%","n/a","0.0%"
"6466",6466,"/movies/?id=aperfectday.htm","A Perfect Day","$1.7","$5.0k","0.3%","$1.7","99.7%"
"6467",6467,"/movies/?id=fan16.htm","Fan","$1.7","$1.7","100.0%","n/a","0.0%"
"6468",6468,"/movies/?id=isawthelight.htm","I Saw the Light","$1.6","$1.6","100.0%","n/a","0.0%"
"6469",6469,"/movies/?id=weiner.htm","Weiner","$1.6","$1.6","100.0%","n/a","0.0%"
"6470",6470,"/movies/?id=janegotagun.htm","Jane Got a Gun","$1.5","$1.5","100.0%","n/a","0.0%"
"6471",6471,"/movies/?id=genius.htm","Genius","$1.4","$1.4","100.0%","n/a","0.0%"
"6472",6472,"/movies/?id=theneondemon.htm","The Neon Demon","$1.3","$1.3","100.0%","n/a","0.0%"
"6473",6473,"/movies/?id=embraceoftheserpent.htm","Embrace of the Serpent","$1.3","$1.3","100.0%","n/a","0.0%"
"6474",6474,"/movies/?id=housefull3.htm","Housefull 3","$1.3","$1.3","100.0%","n/a","0.0%"
"6475",6475,"/movies/?id=equals.htm","Equals","$1.2","$33.3k","2.7%","$1.2","97.3%"
"6476",6476,"/movies/?id=traintobusan.htm","Train to Busan","$1.2","$1.2","100.0%","n/a","0.0%"
"6477",6477,"/movies/?id=lazerteam.htm","Lazer Team","$1.2","$1.2","100.0%","n/a","0.0%"
"6478",6478,"/movies/?id=dough.htm","Dough","$1.1","$1.1","100.0%","n/a","0.0%"
"6479",6479,"/movies/?id=mama2015.htm","Ma ma","$1.1","$47.3k","4.2%","$1.1","95.8%"
"6480",6480,"/movies/?id=wazir.htm","Wazir","$1.1","$1.1","100.0%","n/a","0.0%"
"6481",6481,"/movies/?id=elvisnixon.htm","Elvis & Nixon","$1.1","$1.1","100.0%","n/a","0.0%"
"6482",6482,"/movies/?id=gentleman.htm","Gentleman","$898k","$898k","100.0%","n/a","0.0%"
"6483",6483,"/movies/?id=darkhorse2016.htm","Dark Horse (2016)","$889k","$889k","100.0%","n/a","0.0%"
"6484",6484,"/movies/?id=theinnocents.htm","The Innocents","$887k","$887k","100.0%","n/a","0.0%"
"6485",6485,"/movies/?id=kiandka.htm","Ki & Ka","$858k","$858k","100.0%","n/a","0.0%"
"6486",6486,"/movies/?id=dishoom.htm","Dishoom","$805k","$805k","100.0%","n/a","0.0%"
"6487",6487,"/movies/?id=chongqinghotpot.htm","Chongqing Hot Pot","$780k","$780k","100.0%","n/a","0.0%"
"6488",6488,"/movies/?id=wailing.htm","The Wailing (Goksung)","$774k","$774k","100.0%","n/a","0.0%"
"6489",6489,"/movies/?id=cityofgold.htm","City of Gold","$612k","$612k","100.0%","n/a","0.0%"
"6490",6490,"/movies/?id=knightofcups.htm","Knight of Cups","$566k","$566k","100.0%","n/a","0.0%"
"6491",6491,"/movies/?id=tickled.htm","Tickled","$559k","$559k","100.0%","n/a","0.0%"
"6492",6492,"/movies/?id=coldwar2.htm","Cold War 2","$545k","$545k","100.0%","n/a","0.0%"
"6493",6493,"/movies/?id=fitoor.htm","Fitoor","$529k","$529k","100.0%","n/a","0.0%"
"6494",6494,"/movies/?id=thefirstmondayinmay.htm","The First Monday in May","$527k","$527k","100.0%","n/a","0.0%"
"6495",6495,"/movies/?id=marguerite.htm","Marguerite","$497k","$497k","100.0%","n/a","0.0%"
"6496",6496,"/movies/?id=theboyandthebeast.htm","The Boy and the Beast","$491k","$491k","100.0%","n/a","0.0%"
"6497",6497,"/movies/?id=onlyyesterday2016.htm","Only Yesterday (2016 re-release)","$453k","$453k","100.0%","n/a","0.0%"
"6498",6498,"/movies/?id=baaghi.htm","Baaghi","$438k","$438k","100.0%","n/a","0.0%"
"6499",6499,"/movies/?id=highrise.htm","High-Rise","$346k","$346k","100.0%","n/a","0.0%"
"6500",6500,"/movies/?id=te3n.htm","Te3n","$332k","$332k","100.0%","n/a","0.0%"
"6501",6501,"/movies/?id=francofonia.htm","Francofonia","$307k","$307k","100.0%","n/a","0.0%"
"6502",6502,"/movies/?id=aprilandtheextraordinaryworld.htm","April and the Extraordinary World","$295k","$295k","100.0%","n/a","0.0%"
"6503",6503,"/movies/?id=mygoldendays.htm","My Golden Days","$269k","$269k","100.0%","n/a","0.0%"
"6504",6504,"/movies/?id=thefamilyfang.htm","The Family Fang","$263k","$263k","100.0%","n/a","0.0%"
"6505",6505,"/movies/?id=ourlittlesister.htm","Our Little Sister","$253k","$253k","100.0%","n/a","0.0%"
"6506",6506,"/movies/?id=dheepan.htm","Dheepan","$248k","$248k","100.0%","n/a","0.0%"
"6507",6507,"/movies/?id=theinvitation.htm","The Invitation","$232k","$232k","100.0%","n/a","0.0%"
"6508",6508,"/movies/?id=kaptaan.htm","Kaptaan","$204k","$204k","100.0%","n/a","0.0%"
"6509",6509,"/movies/?id=viva.htm","Viva","$178k","$178k","100.0%","n/a","0.0%"
"6510",6510,"/movies/?id=thewave.htm","The Wave","$177k","$177k","100.0%","n/a","0.0%"
"6511",6511,"/movies/?id=louderthanbombs.htm","Louder than Bombs","$164k","$164k","100.0%","n/a","0.0%"
"6512",6512,"/movies/?id=sunsetsong.htm","Sunset Song","$158k","$158k","100.0%","n/a","0.0%"
"6513",6513,"/movies/?id=borntobebluecanada.htm","Born to be Blue","$152k","$152k","100.0%","n/a","0.0%"
"6514",6514,"/movies/?id=rams.htm","Rams","$149k","$149k","100.0%","n/a","0.0%"
"6515",6515,"/movies/?id=leagueofgods.htm","League of Gods","$143k","$143k","100.0%","n/a","0.0%"
"6516",6516,"/movies/?id=tumbledown.htm","Tumbledown","$135k","$135k","100.0%","n/a","0.0%"
"6517",6517,"/movies/?id=spiritshomecoming.htm","Spirits' Homecoming","$126k","$126k","100.0%","n/a","0.0%"
"6518",6518,"/movies/?id=awar.htm","A War","$123k","$123k","100.0%","n/a","0.0%"
"6519",6519,"/movies/?id=hockney.htm","Hockney","$121k","$121k","100.0%","n/a","0.0%"
"6520",6520,"/movies/?id=three.htm","Three","$120k","$120k","100.0%","n/a","0.0%"
