"","X","link","title","response","domestic","domestic2","foreign","foreign2"
"6072",6072,"/movies/?id=dreams15.htm","I'll See You In My Dreams","$7.4","$7.4","100.0%","n/a","0.0%"
"6073",6073,"/movies/?id=greeninferno.htm","The Green Inferno","$7.2","$7.2","100.0%","n/a","0.0%"
"6074",6074,"/movies/?id=grandma2015.htm","Grandma (2015)","$7.1","$7.0","98.5%","$107k","1.5%"
"6075",6075,"/movies/?id=ourbrandiscrisis20115.htm","Our Brand Is Crisis (2015)","$7.0","$7.0","100.0%","n/a","0.0%"
"6076",6076,"/movies/?id=baahubali:thebeginning.htm","Baahubali: The Beginning","$6.7","$6.7","100.0%","n/a","0.0%"
"6077",6077,"/movies/?id=bajiraomastani.htm","Bajirao Mastani","$6.6","$6.6","100.0%","n/a","0.0%"
"6078",6078,"/movies/?id=littleboy.htm","Little Boy","$6.5","$6.5","100.0%","n/a","0.0%"
"6079",6079,"/movies/?id=whatwedointheshadows.htm","What We Do in the Shadows","$6.3","$3.5","55.4%","$2.8","44.6%"
"6080",6080,"/movies/?id=pawnsacrifice.htm","Pawn Sacrifice","$5.3","$2.4","45.6%","$2.9","54.4%"
"6081",6081,"/movies/?id=serena.htm","Serena","$5.1","$176k","3.5%","$4.9","96.5%"
"6082",6082,"/movies/?id=mrx.htm","Mr. X","$5.1","$45.0k","0.9%","$5.0","99.1%"
"6083",6083,"/movies/?id=diwale.htm","Dilwale","$4.9","$4.9","100.0%","n/a","0.0%"
"6084",6084,"/movies/?id=backtothefutureday.htm","Back to the Future Day","$4.9","$1.7","34.0%","$3.2","66.0%"
"6085",6085,"/movies/?id=trash.htm","Trash","$4.8","$17.5k","0.4%","$4.8","99.6%"
"6086",6086,"/movies/?id=truestory.htm","True Story","$4.7","$4.7","100.0%","n/a","0.0%"
"6087",6087,"/movies/?id=buendiaramon.htm","Buen Dia, Ramon","$4.6","$154k","3.3%","$4.5","96.7%"
"6088",6088,"/movies/?id=hamariadhurikahani.htm","Hamari Adhuri Kahani","$4.4","$235k","5.3%","$4.2","94.7%"
"6089",6089,"/movies/?id=45years.htm","45 Years","$4.2","$4.2","100.0%","n/a","0.0%"
"6090",6090,"/movies/?id=anomalisa.htm","Anomalisa","$3.8","$3.8","100.0%","n/a","0.0%"
"6091",6091,"/movies/?id=paradiselost2014.htm","Escobar: Paradise Lost","$3.8","$196k","5.2%","$3.6","94.8%"
"6092",6092,"/movies/?id=spareparts.htm","Spare Parts","$3.6","$3.6","100.0%","n/a","0.0%"
"6093",6093,"/movies/?id=learningtodrive.htm","Learning to Drive","$3.4","$3.4","100.0%","n/a","0.0%"
"6094",6094,"/movies/?id=bythesea.htm","By the Sea","$3.3","$538k","16.1%","$2.8","83.9%"
"6095",6095,"/movies/?id=sleepingwithotherpeople.htm","Sleeping with Other People","$3.2","$819k","25.5%","$2.4","74.5%"
"6096",6096,"/movies/?id=phoenix2015.htm","Phoenix (2015)","$3.2","$3.2","100.0%","n/a","0.0%"
"6097",6097,"/movies/?id=jimmyshall.htm","Jimmy's Hall","$3.2","$561k","17.7%","$2.6","82.3%"
"6098",6098,"/movies/?id=dildhadaknedo.htm","Dil Dhadakne Do","$3.1","$3.1","100.0%","n/a","0.0%"
"6099",6099,"/movies/?id=ladrones.htm","Ladrones","$3.1","$3.1","100.0%","n/a","0.0%"
"6100",6100,"/movies/?id=tanuwedsmanureturns.htm","Tanu Weds Manu Returns","$3.0","$3.0","100.0%","n/a","0.0%"
"6101",6101,"/movies/?id=rockthekasbah.htm","Rock The Kasbah","$3.0","$3.0","100.0%","n/a","0.0%"
"6102",6102,"/movies/?id=endofthetour.htm","The End of the Tour","$3.0","$3.0","100.0%","n/a","0.0%"
"6103",6103,"/movies/?id=captive2015.htm","Captive (2015)","$2.8","$2.6","92.2%","$218k","7.8%"
"6104",6104,"/movies/?id=malala.htm","He Named Me Malala","$2.8","$2.7","96.5%","$97.1k","3.5%"
"6105",6105,"/movies/?id=youth.htm","Youth","$2.7","$2.7","100.0%","n/a","0.0%"
"6106",6106,"/movies/?id=truth.htm","Truth","$2.5","$2.5","100.0%","n/a","0.0%"
"6107",6107,"/movies/?id=mistressamerica.htm","Mistress America","$2.5","$2.5","100.0%","n/a","0.0%"
"6108",6108,"/movies/?id=jemandtheholograms.htm","Jem and the Holograms","$2.3","$2.2","93.6%","$149k","6.4%"
"6109",6109,"/movies/?id=belovedsisters.htm","Beloved Sisters","$2.2","$54.0k","2.4%","$2.2","97.6%"
"6110",6110,"/movies/?id=riotclub.htm","The Riot Club","$2.1","$7.7k","0.4%","$2.1","99.6%"
"6111",6111,"/movies/?id=tamasha.htm","Tamasha","$2.1","$2.1","100.0%","n/a","0.0%"
"6112",6112,"/movies/?id=cake.htm","Cake","$2.0","$2.0","100.0%","n/a","0.0%"
"6113",6113,"/movies/?id=assassination15.htm","Assassination (2015)","$1.9","$1.9","100.0%","n/a","0.0%"
"6114",6114,"/movies/?id=cloudsofsilsmaria.htm","Clouds of Sils Maria","$1.9","$1.9","100.0%","n/a","0.0%"
"6115",6115,"/movies/?id=testamentofyouth.htm","Testament of Youth","$1.8","$1.8","100.0%","n/a","0.0%"
"6116",6116,"/movies/?id=piku.htm","Piku","$1.8","$1.8","100.0%","n/a","0.0%"
"6117",6117,"/movies/?id=vaticantapes.htm","The Vatican Tapes","$1.8","$1.8","100.0%","n/a","0.0%"
"6118",6118,"/movies/?id=sonofsaul.htm","Son of Saul","$1.8","$1.8","100.0%","n/a","0.0%"
"6119",6119,"/movies/?id=janislittlegirlblue.htm","Janis: Little Girl Blue","$1.6","$410k","25.2%","$1.2","74.8%"
"6120",6120,"/movies/?id=71.htm","'71","$1.6","$1.3","78.2%","$355k","21.8%"
"6121",6121,"/movies/?id=diaryofateenagegirl.htm","The Diary of a Teenage Girl","$1.5","$1.5","100.0%","n/a","0.0%"
"6122",6122,"/movies/?id=i2015.htm","I (2015)","$1.4","$1.4","100.0%","n/a","0.0%"
"6123",6123,"/movies/?id=infinitelypolarbear.htm","Infinitely Polar Bear","$1.4","$1.4","100.0%","n/a","0.0%"
"6124",6124,"/movies/?id=99homes.htm","99 Homes","$1.4","$1.4","100.0%","n/a","0.0%"
"6125",6125,"/movies/?id=welcomeback.htm","Welcome Back","$1.4","$1.4","100.0%","n/a","0.0%"
"6126",6126,"/movies/?id=remembercanada.htm","Remember","$1.3","$547k","40.5%","$802k","59.5%"
"6127",6127,"/movies/?id=saltoftheearth.htm","The Salt of the Earth","$1.3","$1.3","100.0%","n/a","0.0%"
"6128",6128,"/movies/?id=mapstothestars.htm","Maps to the Stars","$1.3","$351k","26.2%","$988k","73.8%"
"6129",6129,"/movies/?id=iris2015.htm","Iris (2015)","$1.3","$1.3","100.0%","n/a","0.0%"
"6130",6130,"/movies/?id=wolfpack.htm","The Wolfpack","$1.3","$1.3","100.0%","n/a","0.0%"
"6131",6131,"/movies/?id=veteran2015.htm","Veteran","$1.2","$1.2","100.0%","n/a","0.0%"
"6132",6132,"/movies/?id=goodnightmommy.htm","Goodnight Mommy","$1.2","$1.2","100.0%","n/a","0.0%"
"6133",6133,"/movies/?id=blacksea.htm","Black Sea","$1.2","$1.2","100.0%","n/a","0.0%"
"6134",6134,"/movies/?id=missyoualready.htm","Miss You Already","$1.2","$1.2","100.0%","n/a","0.0%"
"6135",6135,"/movies/?id=wherehopegrows.htm","Where Hope Grows","$1.2","$1.2","100.0%","n/a","0.0%"
"6136",6136,"/movies/?id=cartelland.htm","Cartel Land","$1.1","$704k","62.5%","$422k","37.5%"
"6137",6137,"/movies/?id=timbuktu.htm","Timbuktu","$1.1","$1.1","100.0%","n/a","0.0%"
"6138",6138,"/movies/?id=diorandi.htm","Dior and I","$1.0","$1.0","100.0%","n/a","0.0%"
"6139",6139,"/movies/?id=5flightsup.htm","5 Flights Up","$1.0","$1.0","100.0%","n/a","0.0%"
"6140",6140,"/movies/?id=bigstonegap.htm","Big Stone Gap","$1.0","$1.0","100.0%","n/a","0.0%"
"6141",6141,"/movies/?id=gett.htm","Gett: The Trial of Viviane Amsalem","$988k","$988k","100.0%","n/a","0.0%"
"6142",6142,"/movies/?id=borutonarutothemovie.htm","Boruto: Naruto the Movie","$920k","$920k","100.0%","n/a","0.0%"
"6143",6143,"/movies/?id=singhisbliing.htm","Singh is Bling","$919k","$919k","100.0%","n/a","0.0%"
"6144",6144,"/movies/?id=abcd2.htm","ABCD (Any Body Can Dance) 2","$892k","$892k","100.0%","n/a","0.0%"
"6145",6145,"/movies/?id=mustang.htm","Mustang","$845k","$845k","100.0%","n/a","0.0%"
"6146",6146,"/movies/?id=labyrinthoflies.htm","Labyrinth of Lies","$794k","$794k","100.0%","n/a","0.0%"
"6147",6147,"/movies/?id=dtrain.htm","The D Train","$775k","$673k","86.9%","$102k","13.1%"
"6148",6148,"/movies/?id=seymour.htm","Seymour: An Introduction","$744k","$744k","100.0%","n/a","0.0%"
"6149",6149,"/movies/?id=tangerine.htm","Tangerine","$702k","$702k","100.0%","n/a","0.0%"
"6150",6150,"/movies/?id=redarmy.htm","Red Army","$695k","$695k","100.0%","n/a","0.0%"
"6151",6151,"/movies/?id=stanfordprison.htm","The Stanford Prison Experiment","$661k","$661k","100.0%","n/a","0.0%"
"6152",6152,"/movies/?id=theassassin.htm","The Assassin","$633k","$633k","100.0%","n/a","0.0%"
"6153",6153,"/movies/?id=kumiko.htm","Kumiko, The Treasure Hunter","$623k","$623k","100.0%","n/a","0.0%"
"6154",6154,"/movies/?id=welcometome.htm","Welcome to Me","$609k","$609k","100.0%","n/a","0.0%"
"6155",6155,"/movies/?id=blackpanthersvanguard.htm","Black Panthers: Vanguard of the Revolution","$584k","$517k","88.5%","$67.2k","11.5%"
"6156",6156,"/movies/?id=detectivebyomkeshbakshy.htm","Detective Byomkesh Bakshy","$579k","$579k","100.0%","n/a","0.0%"
"6157",6157,"/movies/?id=freeheld.htm","Freeheld","$573k","$573k","100.0%","n/a","0.0%"
"6158",6158,"/movies/?id=whenmarniewasthere.htm","When Marnie Was There","$561k","$561k","100.0%","n/a","0.0%"
"6159",6159,"/movies/?id=gabbarisback.htm","Gabbar is Back","$535k","$535k","100.0%","n/a","0.0%"
"6160",6160,"/movies/?id=lastnaruto.htm","The Last - Naruto the Movie","$524k","$524k","100.0%","n/a","0.0%"
"6161",6161,"/movies/?id=peggyguggenheimartaddict.htm","Peggy Guggenheim Art Addict","$498k","$498k","100.0%","n/a","0.0%"
"6162",6162,"/movies/?id=phantom15.htm","Phantom (2015)","$490k","$490k","100.0%","n/a","0.0%"
"6163",6163,"/movies/?id=somewhereonlyweknow.htm","Somewhere Only We Know","$482k","$482k","100.0%","n/a","0.0%"
"6164",6164,"/movies/?id=letsgetmarried.htm","Let's Get Married","$463k","$463k","100.0%","n/a","0.0%"
"6165",6165,"/movies/?id=bombayvelvet.htm","Bombay Velvet","$451k","$451k","100.0%","n/a","0.0%"
"6166",6166,"/movies/?id=attackontitanpart1.htm","Attack on Titan: Part 1","$450k","$450k","100.0%","n/a","0.0%"
"6167",6167,"/movies/?id=thethirdman15.htm","The Third Man (2015 re-release)","$449k","$449k","100.0%","n/a","0.0%"
"6168",6168,"/movies/?id=saintlaurent.htm","Saint Laurent","$429k","$429k","100.0%","n/a","0.0%"
"6169",6169,"/movies/?id=listentomemarlon.htm","Listen to Me Marlon","$426k","$426k","100.0%","n/a","0.0%"
"6170",6170,"/movies/?id=heartofadog.htm","Heart of a Dog","$421k","$421k","100.0%","n/a","0.0%"
"6171",6171,"/movies/?id=woshizhengren.htm","The Witness (Wo shi zheng ren)","$418k","$418k","100.0%","n/a","0.0%"
"6172",6172,"/movies/?id=unbranded.htm","Unbranded","$410k","$410k","100.0%","n/a","0.0%"
"6173",6173,"/movies/?id=thesecondmother.htm","The Second Mother","$377k","$377k","100.0%","n/a","0.0%"
"6174",6174,"/movies/?id=heprophetgathr.htm","Kahlil Gibran's The Prophet (Gathr)","$370k","$370k","100.0%","n/a","0.0%"
"6175",6175,"/movies/?id=kattibatti.htm","Katti Batti","$365k","$365k","100.0%","n/a","0.0%"
"6176",6176,"/movies/?id=theprophet.htm","Kahlil Gibran's The Prophet","$355k","$355k","100.0%","n/a","0.0%"
"6177",6177,"/movies/?id=effiegray.htm","Effie Gray","$353k","$353k","100.0%","n/a","0.0%"
"6178",6178,"/movies/?id=noble.htm","Noble","$347k","$347k","100.0%","n/a","0.0%"
"6179",6179,"/movies/?id=northernlimitline.htm","Northern Limit Line","$338k","$338k","100.0%","n/a","0.0%"
"6180",6180,"/movies/?id=shamitabh.htm","Shamitabh","$325k","$325k","100.0%","n/a","0.0%"
"6181",6181,"/movies/?id=taxitehran.htm","Jafar Panahi's Taxi","$322k","$322k","100.0%","n/a","0.0%"
"6182",6182,"/movies/?id=goodkill.htm","Good Kill","$316k","$316k","100.0%","n/a","0.0%"
"6183",6183,"/movies/?id=runningman2015.htm","Running Man (2015)","$311k","$311k","100.0%","n/a","0.0%"
"6184",6184,"/movies/?id=attackontitanpart2.htm","Attack on Titan: Part 2","$306k","$306k","100.0%","n/a","0.0%"
"6185",6185,"/movies/?id=theeb.htm","Theeb","$283k","$283k","100.0%","n/a","0.0%"
"6186",6186,"/movies/?id=whitegod.htm","White God","$282k","$282k","100.0%","n/a","0.0%"
"6187",6187,"/movies/?id=aborrowedidentity.htm","A Borrowed Identity","$282k","$282k","100.0%","n/a","0.0%"
"6188",6188,"/movies/?id=inthenameofmydaughter.htm","In the Name of my Daughter","$278k","$278k","100.0%","n/a","0.0%"
"6189",6189,"/movies/?id=hitchcocktruffaut.htm","Hitchcock/Truffaut","$260k","$260k","100.0%","n/a","0.0%"
"6190",6190,"/movies/?id=lovenoe.htm","Love (2015)","$249k","$249k","100.0%","n/a","0.0%"
"6191",6191,"/movies/?id=tevar.htm","Tevar","$236k","$236k","100.0%","n/a","0.0%"
"6192",6192,"/movies/?id=20onceagain.htm","20 Once Again","$235k","$235k","100.0%","n/a","0.0%"
"6193",6193,"/movies/?id=slowwest.htm","Slow West","$229k","$229k","100.0%","n/a","0.0%"
"6194",6194,"/movies/?id=takingoftigermountain.htm","The Taking of Tiger Mountain","$229k","$229k","100.0%","n/a","0.0%"
"6195",6195,"/movies/?id=aroyalnightout.htm","A Royal Night Out","$228k","$228k","100.0%","n/a","0.0%"
"6196",6196,"/movies/?id=pigeon.htm","A Pigeon Sat on a Branch Reflecting on Existence","$223k","$223k","100.0%","n/a","0.0%"
"6197",6197,"/movies/?id=pyaarkapunchnama2.htm","Pyaar Ka Punchnama 2","$223k","$223k","100.0%","n/a","0.0%"
"6198",6198,"/movies/?id=fallinlovelikeastar.htm","Fall in Love Like a Star","$213k","$213k","100.0%","n/a","0.0%"
"6199",6199,"/movies/?id=darkplaces.htm","Dark Places","$209k","$209k","100.0%","n/a","0.0%"
"6200",6200,"/movies/?id=heneralluna.htm","Heneral Luna","$206k","$206k","100.0%","n/a","0.0%"
"6201",6201,"/movies/?id=gemmabovary.htm","Gemma Bovery","$192k","$192k","100.0%","n/a","0.0%"
"6202",6202,"/movies/?id=connection2015.htm","The Connection","$191k","$191k","100.0%","n/a","0.0%"
"6203",6203,"/movies/?id=loveandlost.htm","Love and Lost (Shi Gu)","$189k","$189k","100.0%","n/a","0.0%"
"6204",6204,"/movies/?id=stonewall15.htm","Stonewall (2015)","$188k","$188k","100.0%","n/a","0.0%"
"6205",6205,"/movies/?id=maggie.htm","Maggie","$187k","$187k","100.0%","n/a","0.0%"
"6206",6206,"/movies/?id=detectivek.htm","Detective K: Secret of the Lost Island","$185k","$185k","100.0%","n/a","0.0%"
"6207",6207,"/movies/?id=thepriests.htm","The Priests","$185k","$185k","100.0%","n/a","0.0%"
"6208",6208,"/movies/?id=farewellparty.htm","The Farewell Party","$173k","$173k","100.0%","n/a","0.0%"
"6209",6209,"/movies/?id=abrilliantyoungmind.htm","A Brilliant Young Mind","$172k","$172k","100.0%","n/a","0.0%"
"6210",6210,"/movies/?id=timeoutofmind.htm","Time Out of Mind","$167k","$167k","100.0%","n/a","0.0%"
"6211",6211,"/movies/?id=snowgirl.htm","Snow Girl and the Dark Crystal","$165k","$165k","100.0%","n/a","0.0%"
"6212",6212,"/movies/?id=cestsibon.htm","C'Est Si Bon","$164k","$164k","100.0%","n/a","0.0%"
"6213",6213,"/movies/?id=thelastwomenstanding.htm","The Last Women Standing","$163k","$163k","100.0%","n/a","0.0%"
"6214",6214,"/movies/?id=5to7.htm","5 to 7","$163k","$163k","100.0%","n/a","0.0%"
"6215",6215,"/movies/?id=aftertheball.htm","After The Ball","$162k","$162k","100.0%","n/a","0.0%"
"6216",6216,"/movies/?id=humancapital.htm","Human Capital","$159k","$159k","100.0%","n/a","0.0%"
"6217",6217,"/movies/?id=experimenter.htm","Experimenter","$156k","$156k","100.0%","n/a","0.0%"
"6218",6218,"/movies/?id=desertdancer.htm","Desert Dancer","$155k","$155k","100.0%","n/a","0.0%"
"6219",6219,"/movies/?id=samba.htm","Samba","$152k","$152k","100.0%","n/a","0.0%"
"6220",6220,"/movies/?id=tribe2015.htm","The Tribe","$151k","$151k","100.0%","n/a","0.0%"
"6221",6221,"/movies/?id=foreveryoung15.htm","Forever Young (2015)","$150k","$150k","100.0%","n/a","0.0%"
"6222",6222,"/movies/?id=newgirlfriend.htm","The New Girlfriend","$147k","$147k","100.0%","n/a","0.0%"
"6223",6223,"/movies/?id=tangerines.htm","Tangerines","$145k","$145k","100.0%","n/a","0.0%"
"6224",6224,"/movies/?id=manglehorn.htm","Manglehorn","$143k","$143k","100.0%","n/a","0.0%"
"6225",6225,"/movies/?id=ingridbergman.htm","Ingrid Bergman: In Her Own Words","$138k","$138k","100.0%","n/a","0.0%"
"6226",6226,"/movies/?id=twenty2015.htm","Twenty (2015)","$136k","$136k","100.0%","n/a","0.0%"
"6227",6227,"/movies/?id=lasapienza.htm","La Sapienza","$135k","$135k","100.0%","n/a","0.0%"
"6228",6228,"/movies/?id=mississippigrind.htm","Mississippi Grind","$131k","$131k","100.0%","n/a","0.0%"
"6229",6229,"/movies/?id=ajourneythroughtimewithanthony.htm","A Journey Through Time with Anthony","$127k","$127k","100.0%","n/a","0.0%"
"6230",6230,"/movies/?id=boulevard.htm","Boulevard","$126k","$126k","100.0%","n/a","0.0%"
"6231",6231,"/movies/?id=zforzachariah.htm","Z for Zachariah","$121k","$121k","100.0%","n/a","0.0%"
"6232",6232,"/movies/?id=doisoundgay.htm","Do I Sound Gay?","$119k","$119k","100.0%","n/a","0.0%"
"6233",6233,"/movies/?id=loveliveschoolidolmovie.htm","Love Live! The School Idol Movie","$116k","$116k","100.0%","n/a","0.0%"
"6234",6234,"/movies/?id=shesfunnythatway.htm","She's Funny That Way","$112k","$112k","100.0%","n/a","0.0%"
"6235",6235,"/movies/?id=memoriesofthesword.htm","Memories of the Sword","$111k","$111k","100.0%","n/a","0.0%"
"6236",6236,"/movies/?id=lookofsilence.htm","The Look of Silence","$109k","$109k","100.0%","n/a","0.0%"
"6237",6237,"/movies/?id=thebeautyinside.htm","The Beauty Inside","$108k","$108k","100.0%","n/a","0.0%"
"6238",6238,"/movies/?id=thechroniclesofevil.htm","The Chronicles of Evil","$105k","$105k","100.0%","n/a","0.0%"
"6239",6239,"/movies/?id=everysecretthing.htm","Every Secret Thing","$104k","$104k","100.0%","n/a","0.0%"
"6240",6240,"/movies/?id=blacksouls(animenere).htm","Black Souls (Anime Nere)","$101k","$101k","100.0%","n/a","0.0%"
"6241",6241,"/movies/?id=apoemisanakedperson.htm","A Poem Is a Naked Person (2015 re-issue)","$96.6k","$96.6k","100.0%","n/a","0.0%"
"6242",6242,"/movies/?id=savingmrwu.htm","Saving Mr. Wu","$92.7k","$92.7k","100.0%","n/a","0.0%"
"6243",6243,"/movies/?id=talesofhoffman.htm","The Tales of Hoffmann (2015 re-issue)","$91.9k","$91.9k","100.0%","n/a","0.0%"
"6244",6244,"/movies/?id=queenofearth.htm","Queen of Earth","$91.2k","$91.2k","100.0%","n/a","0.0%"
"6245",6245,"/movies/?id=hero2015.htm","Hero (2015)","$88.7k","$88.7k","100.0%","n/a","0.0%"
"6246",6246,"/movies/?id=sunshinesuperman.htm","Sunshine Superman","$88.1k","$88.1k","100.0%","n/a","0.0%"
"6247",6247,"/movies/?id=heavenknowswhat.htm","Heaven Knows What","$80.7k","$80.7k","100.0%","n/a","0.0%"
"6248",6248,"/movies/?id=nastybaby.htm","Nasty Baby","$79.8k","$79.8k","100.0%","n/a","0.0%"
"6249",6249,"/movies/?id=thewonders.htm","The Wonders","$73.4k","$73.4k","100.0%","n/a","0.0%"
"6250",6250,"/movies/?id=predestination.htm","Predestination","$68.4k","$68.4k","100.0%","n/a","0.0%"
"6251",6251,"/movies/?id=peopleplacesthings.htm","People Places Things","$67.0k","$67.0k","100.0%","n/a","0.0%"
"6252",6252,"/movies/?id=eden.htm","Eden","$65.5k","$65.5k","100.0%","n/a","0.0%"
"6253",6253,"/movies/?id=dukeofburgundy.htm","The Duke of Burgundy","$64.5k","$64.5k","100.0%","n/a","0.0%"
"6254",6254,"/movies/?id=office2015.htm","The Office","$63.7k","$63.7k","100.0%","n/a","0.0%"
"6255",6255,"/movies/?id=flowers15.htm","Flowers","$61.6k","$61.6k","100.0%","n/a","0.0%"
"6256",6256,"/movies/?id=onlyyou.htm","Only You","$61.6k","$61.6k","100.0%","n/a","0.0%"
"6257",6257,"/movies/?id=girlhood2015.htm","Girlhood (2015)","$60.8k","$60.8k","100.0%","n/a","0.0%"
"6258",6258,"/movies/?id=jauja.htm","Jauja","$60.2k","$60.2k","100.0%","n/a","0.0%"
"6259",6259,"/movies/?id=ismileback.htm","I Smile Back","$58.7k","$58.7k","100.0%","n/a","0.0%"
"6260",6260,"/movies/?id=thearkofmr.chow.htm","The Ark of Mr. Chow","$54.1k","$54.1k","100.0%","n/a","0.0%"
"6261",6261,"/movies/?id=advocateamissingbody.htm","The Advocate: A Missing Body","$50.2k","$50.2k","100.0%","n/a","0.0%"
"6262",6262,"/movies/?id=heist2015.htm","Heist (2015)","$50.1k","$50.1k","100.0%","n/a","0.0%"
"6263",6263,"/movies/?id=difret.htm","Difret","$49.7k","$49.7k","100.0%","n/a","0.0%"
"6264",6264,"/movies/?id=appropriatebehavior.htm","Appropriate Behavior","$46.9k","$46.9k","100.0%","n/a","0.0%"
"6265",6265,"/movies/?id=beyondthereach.htm","Beyond the Reach","$45.9k","$45.9k","100.0%","n/a","0.0%"
"6266",6266,"/movies/?id=salvation.htm","The Salvation","$44.9k","$44.9k","100.0%","n/a","0.0%"
"6267",6267,"/movies/?id=madamebovary.htm","Madame Bovary","$44.2k","$44.2k","100.0%","n/a","0.0%"
"6268",6268,"/movies/?id=charliescountry.htm","Charlie's Country","$42.9k","$42.9k","100.0%","n/a","0.0%"
"6269",6269,"/movies/?id=pearlbutton.htm","Pearl Button","$42.2k","$42.2k","100.0%","n/a","0.0%"
"6270",6270,"/movies/?id=queenandcountry.htm","Queen and Country","$41.3k","$41.3k","100.0%","n/a","0.0%"
"6271",6271,"/movies/?id=thephone.htm","The Phone","$40.5k","$40.5k","100.0%","n/a","0.0%"
"6272",6272,"/movies/?id=whatourfathersdid.htm","What Our Fathers Did: A Nazi Legacy","$40.1k","$40.1k","100.0%","n/a","0.0%"
"6273",6273,"/movies/?id=lilaandeve.htm","Lila & Eve","$38.3k","$38.3k","100.0%","n/a","0.0%"
"6274",6274,"/movies/?id=beforewego.htm","Before We Go","$37.2k","$37.2k","100.0%","n/a","0.0%"
"6275",6275,"/movies/?id=mafiakills.htm","The Mafia Only Kills in Summer","$37.1k","$37.1k","100.0%","n/a","0.0%"
"6276",6276,"/movies/?id=knockknock.htm","Knock Knock","$36.3k","$36.3k","100.0%","n/a","0.0%"
"6277",6277,"/movies/?id=kindergartenteacher.htm","Kindergarten Teacher","$36.2k","$36.2k","100.0%","n/a","0.0%"
"6278",6278,"/movies/?id=welcometoleith.htm","Welcome to Leith","$36.0k","$36.0k","100.0%","n/a","0.0%"
"6279",6279,"/movies/?id=wildcity.htm","Wild City","$34.9k","$34.9k","100.0%","n/a","0.0%"
"6280",6280,"/movies/?id=theforbiddenroom.htm","The Forbidden Room","$34.4k","$34.4k","100.0%","n/a","0.0%"
"6281",6281,"/movies/?id=songone.htm","Song One","$32.3k","$32.3k","100.0%","n/a","0.0%"
"6282",6282,"/movies/?id=loveforecast.htm","Love Forecast","$32.2k","$32.2k","100.0%","n/a","0.0%"
"6283",6283,"/movies/?id=out1nolimetangere.htm","Out 1, noli me tangere","$31.5k","$31.5k","100.0%","n/a","0.0%"
"6284",6284,"/movies/?id=3minutes10bullets.htm","3 1/2 Minutes, 10 Bullets","$30.4k","$30.4k","100.0%","n/a","0.0%"
"6285",6285,"/movies/?id=paulette.htm","Paulette","$29.5k","$29.5k","100.0%","n/a","0.0%"
"6286",6286,"/movies/?id=thecut.htm","The Cut","$28.1k","$28.1k","100.0%","n/a","0.0%"
"6287",6287,"/movies/?id=keepingroom.htm","The Keeping Room","$27.2k","$27.2k","100.0%","n/a","0.0%"
"6288",6288,"/movies/?id=biggame.htm","Big Game","$24.6k","$24.6k","100.0%","n/a","0.0%"
"6289",6289,"/movies/?id=killmethreetimes.htm","Kill Me Three Times","$24.3k","$24.3k","100.0%","n/a","0.0%"
"6290",6290,"/movies/?id=hippocratesdiaryofafrenchdoctor.htm","Hippocrates, Diary of a French Doctor","$23.1k","$23.1k","100.0%","n/a","0.0%"
"6291",6291,"/movies/?id=court.htm","Court","$22.9k","$22.9k","100.0%","n/a","0.0%"
"6292",6292,"/movies/?id=salutdamour.htm","Salut D'Amour","$22.5k","$22.5k","100.0%","n/a","0.0%"
"6293",6293,"/movies/?id=nomamyperfectstorm.htm","Noma - My Perfect Storm","$21.1k","$21.1k","100.0%","n/a","0.0%"
"6294",6294,"/movies/?id=littledeath.htm","The Little Death","$18.2k","$18.2k","100.0%","n/a","0.0%"
"6295",6295,"/movies/?id=gangnam1970.htm","Gangnam 1970","$18.0k","$18.0k","100.0%","n/a","0.0%"
"6296",6296,"/movies/?id=mediterranea.htm","Mediterranea","$17.7k","$17.7k","100.0%","n/a","0.0%"
"6297",6297,"/movies/?id=strangerland.htm","Strangerland","$17.5k","$17.5k","100.0%","n/a","0.0%"
"6298",6298,"/movies/?id=easternboys.htm","Eastern Boys","$16.8k","$16.8k","100.0%","n/a","0.0%"
"6299",6299,"/movies/?id=extraction.htm","Extraction","$16.8k","$16.8k","100.0%","n/a","0.0%"
"6300",6300,"/movies/?id=eva.htm","Eva","$16.7k","$16.7k","100.0%","n/a","0.0%"
"6301",6301,"/movies/?id=worldofkanako.htm","The World of Kanako","$16.6k","$16.6k","100.0%","n/a","0.0%"
"6302",6302,"/movies/?id=zombeavers.htm","Zombeavers","$14.9k","$14.9k","100.0%","n/a","0.0%"
"6303",6303,"/movies/?id=thehallow.htm","The Hallow","$13.9k","$13.9k","100.0%","n/a","0.0%"
"6304",6304,"/movies/?id=amourfou.htm","Amour Fou","$13.7k","$13.7k","100.0%","n/a","0.0%"
"6305",6305,"/movies/?id=arabiannightsvol1.htm","Arabian Nights: Volume 1 - The Restless One","$12.3k","$12.3k","100.0%","n/a","0.0%"
"6306",6306,"/movies/?id=ofhorsesandmen.htm","Of Horses and Men","$11.9k","$11.9k","100.0%","n/a","0.0%"
"6307",6307,"/movies/?id=mariesstory.htm","Marie's Story","$11.7k","$11.7k","100.0%","n/a","0.0%"
"6308",6308,"/movies/?id=1001grams.htm","1001 Grams","$11.0k","$11.0k","100.0%","n/a","0.0%"
"6309",6309,"/movies/?id=empireoflust.htm","Empire of Lust","$10.7k","$10.7k","100.0%","n/a","0.0%"
